"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"SL.GDP.PCAP.EM.KD","PIB por cada persona empleada (a $ de PPA constantes de 2011)","El PIB por persona empleada es el producto interno bruto (PIB) dividido por el empleo total en la economía. El PIB a valores de paridad del poder adquisitivo (PPA) es el PIB convertido a dólares internacionales constantes de 1990 utilizando los índices de PPA. Un dólar internacional posee el mismo poder adquisitivo respecto del PIB que un dólar de los Estados Unidos en los Estados Unidos.","Organización Internacional del Trabajo, base de datos sobre estadísticas de la OIT (ILOSTAT).",
"SL.FAM.WORK.ZS","Trabajadores familiares que contribuyen, total (% del empleo total)","Los trabajadores que aportan al hogar son aquellos que mantienen ""trabajos por cuenta propia"" como trabajadores independientes en un establecimiento orientado al mercado y atendido por un pariente que vive en el mismo hogar.","Organización Internacional del Trabajo, base de datos de Indicadores principales sobre el mercado laboral.",
"SL.FAM.WORK.MA.ZS","Trabajadores familiares que contribuyen, varones (% del empleo masculino)","Los trabajadores que aportan al hogar son aquellos que mantienen ""trabajos por cuenta propia"" como trabajadores independientes en un establecimiento orientado al mercado y atendido por un pariente que vive en el mismo hogar.","Organización Internacional del Trabajo, base de datos de Indicadores principales sobre el mercado laboral.",
"SL.FAM.WORK.FE.ZS","Trabajadores familiares que contribuyen, mujeres (% del empleo femenino)","Los trabajadores que aportan al hogar son aquellos que mantienen ""trabajos por cuenta propia"" como trabajadores independientes en un establecimiento orientado al mercado y atendido por un pariente que vive en el mismo hogar.","Organización Internacional del Trabajo, base de datos de Indicadores principales sobre el mercado laboral.",
"SL.FAM.0714.ZS","Niños que trabajan, trabajadores familiares sin salario (% de niños y niñas que trabajan, de 7 a 14 años)","Unpaid family workers are people who work without pay in a market-oriented establishment operated by a related person living in the same household.","Proyecto Understanding Children's Work, a partir de los datos de la OIT, Unicef y el Banco Mundial.",
"SL.FAM.0714.MA.ZS","Niños que trabajan, trabajadores familiares sin salario, varones (% de niños que trabajan, de 7 a 14 años)","Unpaid family workers are people who work without pay in a market-oriented establishment operated by a related person living in the same household.","Proyecto Understanding Children's Work, a partir de los datos de la OIT, Unicef y el Banco Mundial.",
"SL.FAM.0714.FE.ZS","Niños que trabajan, trabajadores familiares sin salario, mujeres (% de niñas que trabajan, de 7 a 14 años)","Unpaid family workers are people who work without pay in a market-oriented establishment operated by a related person living in the same household.","Proyecto Understanding Children's Work, a partir de los datos de la OIT, Unicef y el Banco Mundial.",
"SL.EMP.WORK.ZS","Trabajadores asalariados (empleados), total (% del empleo total)","Trabajadores asalariados (empleados) son aquellos trabajadores que mantienen el tipo de empleo definido como ""trabajos remunerados"", donde los titulares mantienen contratos de empleo implícitos o explícitos (escritos u orales) que les garantizan una remuneración básica que no depende directamente de los ingresos de la unidad para la que trabajan.","Organización Internacional del Trabajo, base de datos de Indicadores principales sobre el mercado laboral.",
"SL.EMP.WORK.MA.ZS","Trabajadores asalariados (empleados), varones (% del empleo masculino)","Trabajadores asalariados (empleados) son aquellos trabajadores que mantienen el tipo de empleo definido como ""trabajos remunerados"", donde los titulares mantienen contratos de empleo implícitos o explícitos (escritos u orales) que les garantizan una remuneración básica que no depende directamente de los ingresos de la unidad para la que trabajan.","Organización Internacional del Trabajo, base de datos de Indicadores principales sobre el mercado laboral.",
"SL.EMP.WORK.FE.ZS","Trabajadores asalariados (empleados), mujeres (% del empleo femenino)","Trabajadores asalariados (empleados) son aquellos trabajadores que mantienen el tipo de empleo definido como ""trabajos remunerados"", donde los titulares mantienen contratos de empleo implícitos o explícitos (escritos u orales) que les garantizan una remuneración básica que no depende directamente de los ingresos de la unidad para la que trabajan.","Organización Internacional del Trabajo, base de datos de Indicadores principales sobre el mercado laboral.",
"SL.EMP.VULN.ZS","Empleo vulnerable, total (% del total de empleo)","El empleo vulnerable se refiere a los trabajadores familiares no remunerados y a los trabajadores autónomos como porcentaje del empleo total.","Organización Internacional del Trabajo, base de datos de Indicadores principales sobre el mercado laboral.",
"SL.EMP.VULN.MA.ZS","Empleo vulnerable, varones (% del empleo masculino)","El empleo vulnerable se refiere a los trabajadores familiares no remunerados y a los trabajadores autónomos como porcentaje del empleo total.","Organización Internacional del Trabajo, base de datos de Indicadores principales sobre el mercado laboral.",
"SL.EMP.VULN.FE.ZS","Empleo vulnerable, mujeres (% del empleo femenino)","El empleo vulnerable se refiere a los trabajadores familiares no remunerados y a los trabajadores autónomos como porcentaje del empleo total.","Organización Internacional del Trabajo, base de datos de Indicadores principales sobre el mercado laboral.",
"SL.EMP.TOTL.SP.ZS","Relación entre empleo y población, mayores de 15 años, total (%) (estimación modelado OIT) ","La relación entre empleo y población es la proporción de la población empleada de un país. Edad 15 años o más se consideran en general la población en edad de trabajar.","Organización Internacional del Trabajo, base de datos sobre estadísticas de la OIT (ILOSTAT).",
"SL.EMP.TOTL.SP.NE.ZS","Relación entre empleo y población, mayores de 15 años, total (%) (estimación nacional)","Employment to population ratio is the proportion of a country's population that is employed. Employment is defined as persons of working age who, during a short reference period, were engaged in any activity to produce goods or provide services for pay or profit, whether at work during the reference period (i.e. who worked in a job for at least one hour) or not at work due to temporary absence from a job, or to working-time arrangements. Ages 15 and older are generally considered the working-age population.","Organización Internacional del Trabajo, base de datos de los Indicadores Clave del Mercado de Trabajo.",
"SL.EMP.TOTL.SP.MA.ZS","Relación entre empleo y población, mayores de 15 años, hombres (%) (estimación modelado OIT) ","La relación entre empleo y población es la proporción de la población empleada de un país. Edad 15 años o más se consideran en general la población en edad de trabajar.","Organización Internacional del Trabajo, base de datos sobre estadísticas de la OIT (ILOSTAT).",
